동별,구분별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년
합계,합계,외국인주민 총괄(동별),,"408,083","404,037","413,943","446,473","465,885","443,262","426,743"
합계,외국인근로자,외국인주민 총괄(동별),,"102,081","85,878","70,077","80,567","75,322","63,526","49,668"
합계,결혼이민자,외국인주민 총괄(동별),,"27,573","33,139","32,061","32,677","33,281","31,661","31,098"
합계,유학생,외국인주민 총괄(동별),,"31,129","37,178","44,150","50,488","54,647","46,925","51,854"
합계,외국국적동포,외국인주민 총괄(동별),,"80,707","80,712","92,060","93,067","91,166","102,828","103,128"
합계,기타외국인,외국인주민 총괄(동별),,"95,626","98,260","105,579","117,626","135,761","121,514","111,332"
합계,한국국적을 취득한 자,외국인주민 총괄(동별),,"40,520","40,775","41,692","42,040","42,208","43,769","44,768"
합계,외국인주민 자녀(출생),외국인주민 총괄(동별),,"30,447","28,095","28,324","30,008","33,500","33,039","34,895"
종로구,합계,외국인주민 총괄(동별),,"16,440","11,325","11,908","13,012","14,195","12,610","12,009"
종로구,외국인근로자,외국인주민 총괄(동별),,"4,577","1,867","1,479","1,545","1,302","1,157",885
종로구,결혼이민자,외국인주민 총괄(동별),,772,584,600,616,613,628,613
종로구,유학생,외국인주민 총괄(동별),,"2,727","2,870","3,584","4,293","5,037","4,232","4,240"
종로구,외국국적동포,외국인주민 총괄(동별),,"1,871","1,662","1,740","1,636","1,649","1,798","1,683"
종로구,기타외국인,외국인주민 총괄(동별),,"5,455","3,366","3,576","3,966","4,558","3,758","3,523"
종로구,한국국적을 취득한 자,외국인주민 총괄(동별),,572,552,536,514,518,532,516
종로구,외국인주민 자녀(출생),외국인주민 총괄(동별),,466,424,393,442,518,505,549
사직동,합계,외국인주민 총괄(동별),,869,509,438,456,472,418,404
사직동,외국인근로자,외국인주민 총괄(동별),,128,64,52,46,43,45,40
사직동,결혼이민자,외국인주민 총괄(동별),,23,35,44,44,38,48,45
사직동,유학생,외국인주민 총괄(동별),,159,19,6,8,9,13,12
사직동,외국국적동포,외국인주민 총괄(동별),,154,103,103,93,94,115,119
사직동,기타외국인,외국인주민 총괄(동별),,344,233,186,213,231,140,134
사직동,한국국적을 취득한 자,외국인주민 총괄(동별),,21,18,22,22,27,25,19
사직동,외국인주민 자녀(출생),외국인주민 총괄(동별),,40,37,25,30,30,32,35
삼청동,합계,외국인주민 총괄(동별),,222,159,154,209,141,112,87
삼청동,외국인근로자,외국인주민 총괄(동별),,73,40,32,33,13,12,*
삼청동,결혼이민자,외국인주민 총괄(동별),,7,7,8,7,9,8,7
삼청동,유학생,외국인주민 총괄(동별),,***,6,5,7,***,*,*
삼청동,외국국적동포,외국인주민 총괄(동별),,32,15,20,18,19,26,23
삼청동,기타외국인,외국인주민 총괄(동별),,92,82,75,131,86,49,40
삼청동,한국국적을 취득한 자,외국인주민 총괄(동별),,5,6,8,7,7,7,6
삼청동,외국인주민 자녀(출생),외국인주민 총괄(동별),,10,***,6,6,6,9,7
부암동,합계,외국인주민 총괄(동별),,899,599,598,584,638,458,379
부암동,외국인근로자,외국인주민 총괄(동별),,240,112,103,99,81,48,16
부암동,결혼이민자,외국인주민 총괄(동별),,37,26,22,28,25,33,32
부암동,유학생,외국인주민 총괄(동별),,244,217,236,195,229,136,116
부암동,외국국적동포,외국인주민 총괄(동별),,49,42,41,41,47,58,56
부암동,기타외국인,외국인주민 총괄(동별),,285,162,165,189,221,146,123
부암동,한국국적을 취득한 자,외국인주민 총괄(동별),,14,15,14,14,12,15,14
부암동,외국인주민 자녀(출생),외국인주민 총괄(동별),,30,25,17,18,23,22,22
평창동,합계,외국인주민 총괄(동별),,872,439,380,423,431,429,430
평창동,외국인근로자,외국인주민 총괄(동별),,152,22,22,22,15,48,39
평창동,결혼이민자,외국인주민 총괄(동별),,53,44,51,55,53,66,77
평창동,유학생,외국인주민 총괄(동별),,22,8,11,8,6,*,15
평창동,외국국적동포,외국인주민 총괄(동별),,174,137,130,111,108,131,119
평창동,기타외국인,외국인주민 총괄(동별),,404,178,114,153,175,102,93
평창동,한국국적을 취득한 자,외국인주민 총괄(동별),,19,19,20,21,19,18,17
평창동,외국인주민 자녀(출생),외국인주민 총괄(동별),,48,31,32,53,55,61,70
무악동,합계,외국인주민 총괄(동별),,164,123,113,88,106,102,96
무악동,외국인근로자,외국인주민 총괄(동별),,18,8,14,***,***,*,*
무악동,결혼이민자,외국인주민 총괄(동별),,19,20,22,18,17,17,15
무악동,유학생,외국인주민 총괄(동별),,***,***,***,***,***,*,*
무악동,외국국적동포,외국인주민 총괄(동별),,29,30,30,22,24,24,19
무악동,기타외국인,외국인주민 총괄(동별),,57,36,21,22,27,24,23
무악동,한국국적을 취득한 자,외국인주민 총괄(동별),,9,8,9,9,11,11,12
무악동,외국인주민 자녀(출생),외국인주민 총괄(동별),,30,21,17,13,22,22,22
교남동,합계,외국인주민 총괄(동별),,198,133,211,212,340,326,326
교남동,외국인근로자,외국인주민 총괄(동별),,79,23,20,39,25,24,28
교남동,결혼이민자,외국인주민 총괄(동별),,18,12,23,26,33,39,41
교남동,유학생,외국인주민 총괄(동별),,***,***,***,***,6,5,*
교남동,외국국적동포,외국인주민 총괄(동별),,23,32,55,41,74,72,66
교남동,기타외국인,외국인주민 총괄(동별),,56,48,74,61,153,133,125
교남동,한국국적을 취득한 자,외국인주민 총괄(동별),,***,6,14,16,16,18,14
교남동,외국인주민 자녀(출생),외국인주민 총괄(동별),,15,9,22,27,33,35,48
가회동,합계,외국인주민 총괄(동별),,330,192,184,180,182,146,154
가회동,외국인근로자,외국인주민 총괄(동별),,74,10,6,8,10,5,7
가회동,결혼이민자,외국인주민 총괄(동별),,21,17,20,22,22,23,25
가회동,유학생,외국인주민 총괄(동별),,6,7,7,6,5,8,6
가회동,외국국적동포,외국인주민 총괄(동별),,51,31,32,23,26,29,28
가회동,기타외국인,외국인주민 총괄(동별),,149,93,91,87,87,53,59
가회동,한국국적을 취득한 자,외국인주민 총괄(동별),,15,14,13,15,13,12,11
가회동,외국인주민 자녀(출생),외국인주민 총괄(동별),,14,20,15,19,19,16,18
종로1.2.3.4가동,합계,외국인주민 총괄(동별),,973,784,886,979,990,753,811
종로1.2.3.4가동,외국인근로자,외국인주민 총괄(동별),,252,179,172,169,132,135,96
종로1.2.3.4가동,결혼이민자,외국인주민 총괄(동별),,56,34,30,31,36,30,22
종로1.2.3.4가동,유학생,외국인주민 총괄(동별),,124,55,124,146,202,156,232
종로1.2.3.4가동,외국국적동포,외국인주민 총괄(동별),,100,89,87,89,85,89,85
종로1.2.3.4가동,기타외국인,외국인주민 총괄(동별),,387,393,439,506,497,303,335
종로1.2.3.4가동,한국국적을 취득한 자,외국인주민 총괄(동별),,27,16,16,16,16,15,15
종로1.2.3.4가동,외국인주민 자녀(출생),외국인주민 총괄(동별),,27,18,18,22,22,25,26
종로5.6가동,합계,외국인주민 총괄(동별),,655,394,427,468,654,614,587
종로5.6가동,외국인근로자,외국인주민 총괄(동별),,198,79,66,68,50,46,30
종로5.6가동,결혼이민자,외국인주민 총괄(동별),,34,24,26,34,26,28,24
종로5.6가동,유학생,외국인주민 총괄(동별),,102,56,100,137,285,268,273
종로5.6가동,외국국적동포,외국인주민 총괄(동별),,98,70,69,61,76,76,61
종로5.6가동,기타외국인,외국인주민 총괄(동별),,191,130,129,129,176,156,146
종로5.6가동,한국국적을 취득한 자,외국인주민 총괄(동별),,23,22,25,24,23,21,28
종로5.6가동,외국인주민 자녀(출생),외국인주민 총괄(동별),,9,13,12,15,18,19,25
이화동,합계,외국인주민 총괄(동별),,951,655,654,730,886,774,673
이화동,외국인근로자,외국인주민 총괄(동별),,236,56,41,39,44,30,21
이화동,결혼이민자,외국인주민 총괄(동별),,47,29,24,22,29,24,24
이화동,유학생,외국인주민 총괄(동별),,224,251,265,339,427,375,351
이화동,외국국적동포,외국인주민 총괄(동별),,97,70,70,53,42,55,39
이화동,기타외국인,외국인주민 총괄(동별),,297,190,198,234,295,238,196
이화동,한국국적을 취득한 자,외국인주민 총괄(동별),,26,34,29,21,23,26,20
이화동,외국인주민 자녀(출생),외국인주민 총괄(동별),,24,25,27,22,26,26,22
창신1동,합계,외국인주민 총괄(동별),,"1,556","1,099",987,"1,181","1,223","1,283","1,176"
창신1동,외국인근로자,외국인주민 총괄(동별),,595,337,234,271,228,201,144
창신1동,결혼이민자,외국인주민 총괄(동별),,72,65,60,62,62,55,52
창신1동,유학생,외국인주민 총괄(동별),,91,80,91,230,243,313,306
창신1동,외국국적동포,외국인주민 총괄(동별),,218,256,258,241,252,273,243
창신1동,기타외국인,외국인주민 총괄(동별),,474,268,261,307,358,364,346
창신1동,한국국적을 취득한 자,외국인주민 총괄(동별),,83,72,64,52,59,54,54
창신1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,23,21,19,18,21,23,31
창신2동,합계,외국인주민 총괄(동별),,"2,523","1,698","1,692","1,810","1,845","1,874","1,786"
창신2동,외국인근로자,외국인주민 총괄(동별),,"1,026",517,373,402,368,293,220
창신2동,결혼이민자,외국인주민 총괄(동별),,108,91,93,101,81,77,62
창신2동,유학생,외국인주민 총괄(동별),,101,135,186,318,382,493,547
창신2동,외국국적동포,외국인주민 총괄(동별),,378,365,397,372,352,376,370
창신2동,기타외국인,외국인주민 총괄(동별),,715,395,456,433,477,460,430
창신2동,한국국적을 취득한 자,외국인주민 총괄(동별),,138,138,129,122,123,123,117
창신2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,57,57,58,62,62,52,40
창신3동,합계,외국인주민 총괄(동별),,386,278,294,298,299,319,279
창신3동,외국인근로자,외국인주민 총괄(동별),,96,46,34,31,21,23,18
창신3동,결혼이민자,외국인주민 총괄(동별),,26,24,27,27,28,22,17
창신3동,유학생,외국인주민 총괄(동별),,36,23,43,49,47,94,80
창신3동,외국국적동포,외국인주민 총괄(동별),,54,44,50,50,48,42,37
창신3동,기타외국인,외국인주민 총괄(동별),,127,95,94,95,109,91,84
창신3동,한국국적을 취득한 자,외국인주민 총괄(동별),,31,28,26,23,25,26,22
창신3동,외국인주민 자녀(출생),외국인주민 총괄(동별),,16,18,20,23,21,21,21
숭인1동,합계,외국인주민 총괄(동별),,678,468,404,488,512,527,486
숭인1동,외국인근로자,외국인주민 총괄(동별),,256,102,52,77,83,69,50
숭인1동,결혼이민자,외국인주민 총괄(동별),,39,34,25,24,32,31,38
숭인1동,유학생,외국인주민 총괄(동별),,42,34,38,53,60,75,61
숭인1동,외국국적동포,외국인주민 총괄(동별),,89,90,90,103,97,118,112
숭인1동,기타외국인,외국인주민 총괄(동별),,191,141,135,169,176,164,148
숭인1동,한국국적을 취득한 자,외국인주민 총괄(동별),,34,35,39,40,34,43,45
숭인1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,27,32,25,22,30,27,32
숭인2동,합계,외국인주민 총괄(동별),,"1,120",764,827,787,824,838,884
숭인2동,외국인근로자,외국인주민 총괄(동별),,426,150,124,123,101,98,94
숭인2동,결혼이민자,외국인주민 총괄(동별),,72,61,58,53,58,58,55
숭인2동,유학생,외국인주민 총괄(동별),,58,79,135,144,157,172,237
숭인2동,외국국적동포,외국인주민 총괄(동별),,124,142,165,163,166,173,166
숭인2동,기타외국인,외국인주민 총괄(동별),,337,236,251,208,234,226,204
숭인2동,한국국적을 취득한 자,외국인주민 총괄(동별),,70,68,59,63,61,67,75
숭인2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,33,28,35,33,47,44,53
청운효자동,합계,외국인주민 총괄(동별),,580,365,340,352,360,204,229
청운효자동,외국인근로자,외국인주민 총괄(동별),,56,32,52,44,20,16,16
청운효자동,결혼이민자,외국인주민 총괄(동별),,27,29,30,24,28,27,35
청운효자동,유학생,외국인주민 총괄(동별),,33,9,***,5,***,*,*
청운효자동,외국국적동포,외국인주민 총괄(동별),,71,58,53,55,49,50,51
청운효자동,기타외국인,외국인주민 총괄(동별),,352,207,171,191,219,73,87
청운효자동,한국국적을 취득한 자,외국인주민 총괄(동별),,20,15,16,13,9,9,8
청운효자동,외국인주민 자녀(출생),외국인주민 총괄(동별),,21,15,14,20,33,26,31
혜화동,합계,외국인주민 총괄(동별),,"3,464","2,666","3,319","3,767","4,292","3,433","3,222"
혜화동,외국인근로자,외국인주민 총괄(동별),,672,90,82,71,65,60,60
혜화동,결혼이민자,외국인주민 총괄(동별),,113,32,37,38,36,42,42
혜화동,유학생,외국인주민 총괄(동별),,"1,477","1,888","2,330","2,645","2,974","2,117","1,996"
혜화동,외국국적동포,외국인주민 총괄(동별),,130,88,90,100,90,91,89
혜화동,기타외국인,외국인주민 총괄(동별),,997,479,716,838,"1,037","1,036",950
혜화동,한국국적을 취득한 자,외국인주민 총괄(동별),,33,38,33,36,40,42,39
혜화동,외국인주민 자녀(출생),외국인주민 총괄(동별),,42,51,31,39,50,45,46
중구,합계,외국인주민 총괄(동별),,"11,622","11,312","11,382","13,141","13,796","12,733","12,639"
중구,외국인근로자,외국인주민 총괄(동별),,"2,736","2,215","1,781","1,933","1,771","1,501","1,244"
중구,결혼이민자,외국인주민 총괄(동별),,533,612,638,662,663,649,664
중구,유학생,외국인주민 총괄(동별),,"1,262","1,650","1,909","2,503","2,628","2,395","2,734"
중구,외국국적동포,외국인주민 총괄(동별),,"2,176","2,155","2,321","2,422","2,383","2,486","2,439"
중구,기타외국인,외국인주민 총괄(동별),,"3,750","3,568","3,616","4,468","5,114","4,461","4,287"
중구,한국국적을 취득한 자,외국인주민 총괄(동별),,626,612,640,633,658,682,674
중구,외국인주민 자녀(출생),외국인주민 총괄(동별),,539,500,477,520,579,559,597
소공동,합계,외국인주민 총괄(동별),,495,463,467,676,549,408,521
소공동,외국인근로자,외국인주민 총괄(동별),,82,54,45,39,35,47,45
소공동,결혼이민자,외국인주민 총괄(동별),,8,7,7,8,14,15,17
소공동,유학생,외국인주민 총괄(동별),,10,12,19,19,13,19,30
소공동,외국국적동포,외국인주민 총괄(동별),,14,22,26,26,21,33,30
소공동,기타외국인,외국인주민 총괄(동별),,365,356,358,573,448,273,380
소공동,한국국적을 취득한 자,외국인주민 총괄(동별),,6,***,5,***,7,8,6
소공동,외국인주민 자녀(출생),외국인주민 총괄(동별),,10,9,7,7,11,13,13
회현동,합계,외국인주민 총괄(동별),,962,655,641,681,676,629,607
회현동,외국인근로자,외국인주민 총괄(동별),,216,128,100,90,70,59,45
회현동,결혼이민자,외국인주민 총괄(동별),,36,31,34,40,36,41,49
회현동,유학생,외국인주민 총괄(동별),,23,9,9,11,16,19,23
회현동,외국국적동포,외국인주민 총괄(동별),,105,80,91,102,94,118,101
회현동,기타외국인,외국인주민 총괄(동별),,509,348,340,375,390,321,324
회현동,한국국적을 취득한 자,외국인주민 총괄(동별),,33,31,37,35,37,40,34
회현동,외국인주민 자녀(출생),외국인주민 총괄(동별),,40,28,30,28,33,31,31
명동,합계,외국인주민 총괄(동별),,772,493,461,635,564,500,614
명동,외국인근로자,외국인주민 총괄(동별),,208,111,103,92,83,68,66
명동,결혼이민자,외국인주민 총괄(동별),,15,14,17,18,21,22,15
명동,유학생,외국인주민 총괄(동별),,8,29,31,93,69,52,148
명동,외국국적동포,외국인주민 총괄(동별),,95,50,59,70,68,67,72
명동,기타외국인,외국인주민 총괄(동별),,389,253,218,332,284,250,274
명동,한국국적을 취득한 자,외국인주민 총괄(동별),,31,22,24,18,21,24,23
명동,외국인주민 자녀(출생),외국인주민 총괄(동별),,26,14,9,12,18,17,16
필동,합계,외국인주민 총괄(동별),,903,971,930,"1,260","1,285",969,937
필동,외국인근로자,외국인주민 총괄(동별),,101,85,54,58,52,45,39
필동,결혼이민자,외국인주민 총괄(동별),,29,20,20,26,28,23,28
필동,유학생,외국인주민 총괄(동별),,414,501,507,745,704,496,487
필동,외국국적동포,외국인주민 총괄(동별),,51,39,36,46,42,41,42
필동,기타외국인,외국인주민 총괄(동별),,275,286,291,361,425,335,307
필동,한국국적을 취득한 자,외국인주민 총괄(동별),,15,13,11,9,15,14,16
필동,외국인주민 자녀(출생),외국인주민 총괄(동별),,18,27,11,15,19,15,18
장충동,합계,외국인주민 총괄(동별),,994,"1,017","1,129","1,098","1,294","1,136","1,084"
장충동,외국인근로자,외국인주민 총괄(동별),,160,169,128,141,125,105,79
장충동,결혼이민자,외국인주민 총괄(동별),,20,19,19,21,21,23,25
장충동,유학생,외국인주민 총괄(동별),,267,320,405,386,493,433,417
장충동,외국국적동포,외국인주민 총괄(동별),,199,179,193,186,190,171,174
장충동,기타외국인,외국인주민 총괄(동별),,302,284,336,325,425,362,342
장충동,한국국적을 취득한 자,외국인주민 총괄(동별),,28,24,28,24,21,24,23
장충동,외국인주민 자녀(출생),외국인주민 총괄(동별),,18,22,20,15,19,18,24
광희동,합계,외국인주민 총괄(동별),,"1,223","1,343","1,313","1,697","1,877","1,693","1,648"
광희동,외국인근로자,외국인주민 총괄(동별),,331,331,283,352,351,264,224
광희동,결혼이민자,외국인주민 총괄(동별),,30,36,40,37,38,38,35
광희동,유학생,외국인주민 총괄(동별),,109,157,177,315,299,296,380
광희동,외국국적동포,외국인주민 총괄(동별),,329,372,367,402,384,320,354
광희동,기타외국인,외국인주민 총괄(동별),,377,392,397,531,756,731,603
광희동,한국국적을 취득한 자,외국인주민 총괄(동별),,27,36,33,38,34,30,32
광희동,외국인주민 자녀(출생),외국인주민 총괄(동별),,20,19,16,22,15,14,20
을지로동,합계,외국인주민 총괄(동별),,95,162,180,204,231,189,230
을지로동,외국인근로자,외국인주민 총괄(동별),,25,39,47,40,43,34,32
을지로동,결혼이민자,외국인주민 총괄(동별),,6,8,6,7,***,*,*
을지로동,유학생,외국인주민 총괄(동별),,9,28,42,53,55,34,76
을지로동,외국국적동포,외국인주민 총괄(동별),,22,28,31,31,30,33,39
을지로동,기타외국인,외국인주민 총괄(동별),,23,52,45,65,86,76,69
을지로동,한국국적을 취득한 자,외국인주민 총괄(동별),,***,***,***,***,7,6,5
을지로동,외국인주민 자녀(출생),외국인주민 총괄(동별),,7,***,7,5,6,*,6
신당5동,합계,외국인주민 총괄(동별),,642,651,635,638,699,706,679
신당5동,외국인근로자,외국인주민 총괄(동별),,171,134,112,108,105,86,83
신당5동,결혼이민자,외국인주민 총괄(동별),,43,54,53,54,63,59,51
신당5동,유학생,외국인주민 총괄(동별),,12,28,43,46,61,80,94
신당5동,외국국적동포,외국인주민 총괄(동별),,158,161,170,166,157,171,159
신당5동,기타외국인,외국인주민 총괄(동별),,135,148,130,127,158,155,142
신당5동,한국국적을 취득한 자,외국인주민 총괄(동별),,67,73,79,84,91,94,88
신당5동,외국인주민 자녀(출생),외국인주민 총괄(동별),,56,53,48,53,64,61,62
황학동,합계,외국인주민 총괄(동별),,"1,320","1,334","1,378","1,506","1,585","1,587","1,488"
황학동,외국인근로자,외국인주민 총괄(동별),,409,339,241,272,262,226,178
황학동,결혼이민자,외국인주민 총괄(동별),,76,98,104,104,99,90,87
황학동,유학생,외국인주민 총괄(동별),,63,87,127,159,154,169,194
황학동,외국국적동포,외국인주민 총괄(동별),,288,320,374,399,413,441,432
황학동,기타외국인,외국인주민 총괄(동별),,318,325,353,400,480,471,400
황학동,한국국적을 취득한 자,외국인주민 총괄(동별),,102,99,112,108,108,116,116
황학동,외국인주민 자녀(출생),외국인주민 총괄(동별),,64,66,67,64,69,74,81
중림동,합계,외국인주민 총괄(동별),,354,351,379,413,511,468,498
중림동,외국인근로자,외국인주민 총괄(동별),,59,52,34,39,36,29,32
중림동,결혼이민자,외국인주민 총괄(동별),,25,35,37,45,50,45,47
중림동,유학생,외국인주민 총괄(동별),,24,13,11,25,28,16,37
중림동,외국국적동포,외국인주민 총괄(동별),,74,61,84,73,77,81,83
중림동,기타외국인,외국인주민 총괄(동별),,124,148,157,159,234,210,203
중림동,한국국적을 취득한 자,외국인주민 총괄(동별),,27,26,29,36,42,43,43
중림동,외국인주민 자녀(출생),외국인주민 총괄(동별),,21,16,27,36,44,44,53
신당동,합계,외국인주민 총괄(동별),,"1,873","1,882","1,943","2,258","2,329","2,336","2,321"
신당동,외국인근로자,외국인주민 총괄(동별),,630,521,439,501,444,366,281
신당동,결혼이민자,외국인주민 총괄(동별),,76,92,94,85,84,71,80
신당동,유학생,외국인주민 총괄(동별),,163,238,299,402,464,519,594
신당동,외국국적동포,외국인주민 총괄(동별),,420,453,507,564,544,588,577
신당동,기타외국인,외국인주민 총괄(동별),,401,400,430,529,617,629,623
신당동,한국국적을 취득한 자,외국인주민 총괄(동별),,137,134,128,126,125,117,118
신당동,외국인주민 자녀(출생),외국인주민 총괄(동별),,46,44,46,51,51,46,48
다산동,합계,외국인주민 총괄(동별),,720,789,768,837,899,877,822
다산동,외국인근로자,외국인주민 총괄(동별),,132,110,77,72,65,73,66
다산동,결혼이민자,외국인주민 총괄(동별),,48,57,68,72,68,71,74
다산동,유학생,외국인주민 총괄(동별),,104,150,157,176,191,163,139
다산동,외국국적동포,외국인주민 총괄(동별),,130,141,138,117,121,143,126
다산동,기타외국인,외국인주민 총괄(동별),,215,243,229,292,342,313,299
다산동,한국국적을 취득한 자,외국인주민 총괄(동별),,37,37,42,49,52,58,59
다산동,외국인주민 자녀(출생),외국인주민 총괄(동별),,54,51,57,59,60,56,59
약수동,합계,외국인주민 총괄(동별),,546,528,500,533,532,477,454
약수동,외국인근로자,외국인주민 총괄(동별),,54,54,40,48,39,39,28
약수동,결혼이민자,외국인주민 총괄(동별),,52,63,67,73,66,70,68
약수동,유학생,외국인주민 총괄(동별),,19,22,21,14,11,15,19
약수동,외국국적동포,외국인주민 총괄(동별),,140,110,99,107,92,118,112
약수동,기타외국인,외국인주민 총괄(동별),,166,176,172,183,209,118,111
약수동,한국국적을 취득한 자,외국인주민 총괄(동별),,37,35,35,30,32,37,37
약수동,외국인주민 자녀(출생),외국인주민 총괄(동별),,78,68,66,78,83,80,79
청구동,합계,외국인주민 총괄(동별),,421,377,347,367,398,386,387
청구동,외국인근로자,외국인주민 총괄(동별),,97,45,39,45,35,32,23
청구동,결혼이민자,외국인주민 총괄(동별),,44,48,42,44,42,48,50
청구동,유학생,외국인주민 총괄(동별),,30,52,52,46,54,59,71
청구동,외국국적동포,외국인주민 총괄(동별),,84,68,73,65,75,70,65
청구동,기타외국인,외국인주민 총괄(동별),,83,87,73,106,140,115,113
청구동,한국국적을 취득한 자,외국인주민 총괄(동별),,38,38,40,32,23,31,33
청구동,외국인주민 자녀(출생),외국인주민 총괄(동별),,45,39,28,29,29,31,32
동화동,합계,외국인주민 총괄(동별),,302,296,311,338,367,372,349
동화동,외국인근로자,외국인주민 총괄(동별),,61,43,39,36,26,28,23
동화동,결혼이민자,외국인주민 총괄(동별),,25,30,30,28,29,30,35
동화동,유학생,외국인주민 총괄(동별),,7,***,9,13,16,25,25
동화동,외국국적동포,외국인주민 총괄(동별),,67,71,73,68,75,91,73
동화동,기타외국인,외국인주민 총괄(동별),,68,70,87,110,120,102,97
동화동,한국국적을 취득한 자,외국인주민 총괄(동별),,38,38,35,37,43,40,41
동화동,외국인주민 자녀(출생),외국인주민 총괄(동별),,36,40,38,46,58,56,55
용산구,합계,외국인주민 총괄(동별),,"17,129","17,080","17,629","20,841","22,332","19,105","18,279"
용산구,외국인근로자,외국인주민 총괄(동별),,"2,743","2,386","2,051","1,971","1,812","1,966","1,799"
용산구,결혼이민자,외국인주민 총괄(동별),,"1,055","1,229","1,305","1,288","1,253","1,337","1,347"
용산구,유학생,외국인주민 총괄(동별),,605,908,897,"1,129","1,126",835,999
용산구,외국국적동포,외국인주민 총괄(동별),,"2,950","2,518","2,662","2,517","2,442","2,881","2,631"
용산구,기타외국인,외국인주민 총괄(동별),,"7,740","8,242","9,090","12,221","13,870","10,261","9,624"
용산구,한국국적을 취득한 자,외국인주민 총괄(동별),,854,773,770,774,735,712,722
용산구,외국인주민 자녀(출생),외국인주민 총괄(동별),,"1,182","1,024",854,941,"1,094","1,113","1,157"
후암동,합계,외국인주민 총괄(동별),,819,812,801,862,857,835,766
후암동,외국인근로자,외국인주민 총괄(동별),,203,158,137,146,131,138,93
후암동,결혼이민자,외국인주민 총괄(동별),,78,94,91,96,93,92,89
후암동,유학생,외국인주민 총괄(동별),,9,9,18,18,27,31,35
후암동,외국국적동포,외국인주민 총괄(동별),,174,169,190,192,188,207,195
후암동,기타외국인,외국인주민 총괄(동별),,242,249,237,256,257,229,226
후암동,한국국적을 취득한 자,외국인주민 총괄(동별),,63,66,72,81,80,74,69
후암동,외국인주민 자녀(출생),외국인주민 총괄(동별),,50,67,56,73,81,64,59
용산2가동,합계,외국인주민 총괄(동별),,"1,474","1,508","1,512","1,810","1,813","1,449","1,453"
용산2가동,외국인근로자,외국인주민 총괄(동별),,442,420,353,309,300,325,318
용산2가동,결혼이민자,외국인주민 총괄(동별),,99,112,131,114,102,92,97
용산2가동,유학생,외국인주민 총괄(동별),,44,81,85,255,245,139,150
용산2가동,외국국적동포,외국인주민 총괄(동별),,121,116,114,104,111,117,115
용산2가동,기타외국인,외국인주민 총괄(동별),,635,654,711,918,942,668,654
용산2가동,한국국적을 취득한 자,외국인주민 총괄(동별),,50,43,45,45,48,44,48
용산2가동,외국인주민 자녀(출생),외국인주민 총괄(동별),,83,82,73,65,65,64,71
남영동,합계,외국인주민 총괄(동별),,682,773,711,832,774,690,691
남영동,외국인근로자,외국인주민 총괄(동별),,188,130,102,116,101,113,107
남영동,결혼이민자,외국인주민 총괄(동별),,40,46,48,41,42,36,37
남영동,유학생,외국인주민 총괄(동별),,17,204,141,212,127,70,91
남영동,외국국적동포,외국인주민 총괄(동별),,211,125,123,121,128,146,138
남영동,기타외국인,외국인주민 총괄(동별),,165,220,255,296,341,281,264
남영동,한국국적을 취득한 자,외국인주민 총괄(동별),,44,30,31,30,23,24,31
남영동,외국인주민 자녀(출생),외국인주민 총괄(동별),,17,18,11,16,12,20,23
원효로2동,합계,외국인주민 총괄(동별),,309,301,280,283,266,256,233
원효로2동,외국인근로자,외국인주민 총괄(동별),,42,42,36,39,29,34,28
원효로2동,결혼이민자,외국인주민 총괄(동별),,31,35,40,37,34,35,34
원효로2동,유학생,외국인주민 총괄(동별),,***,***,***,5,***,*,6
원효로2동,외국국적동포,외국인주민 총괄(동별),,77,71,69,66,56,48,42
원효로2동,기타외국인,외국인주민 총괄(동별),,77,76,71,72,82,72,52
원효로2동,한국국적을 취득한 자,외국인주민 총괄(동별),,30,26,25,26,26,32,32
원효로2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,49,50,35,38,35,33,39
효창동,합계,외국인주민 총괄(동별),,261,236,224,200,297,194,218
효창동,외국인근로자,외국인주민 총괄(동별),,46,27,27,14,16,13,17
효창동,결혼이민자,외국인주민 총괄(동별),,32,33,32,31,27,30,36
효창동,유학생,외국인주민 총괄(동별),,25,13,10,10,78,11,20
효창동,외국국적동포,외국인주민 총괄(동별),,51,43,38,33,37,28,28
효창동,기타외국인,외국인주민 총괄(동별),,59,66,55,60,81,55,52
효창동,한국국적을 취득한 자,외국인주민 총괄(동별),,18,17,25,19,20,22,21
효창동,외국인주민 자녀(출생),외국인주민 총괄(동별),,30,37,37,33,38,35,44
용문동,합계,외국인주민 총괄(동별),,273,258,228,246,265,234,220
용문동,외국인근로자,외국인주민 총괄(동별),,40,23,27,32,31,25,17
용문동,결혼이민자,외국인주민 총괄(동별),,37,31,35,37,38,36,36
용문동,유학생,외국인주민 총괄(동별),,***,14,7,8,8,6,6
용문동,외국국적동포,외국인주민 총괄(동별),,51,52,53,52,54,58,51
용문동,기타외국인,외국인주민 총괄(동별),,79,75,47,61,66,50,48
용문동,한국국적을 취득한 자,외국인주민 총괄(동별),,23,31,29,25,24,19,23
