동별,구분별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년
은천동,합계,외국인주민 총괄(동별),,"1,361","1,284","1,396","1,285","1,256","1,144","1,069"
은천동,외국인근로자,외국인주민 총괄(동별),,337,278,199,230,210,157,109
은천동,결혼이민자,외국인주민 총괄(동별),,90,107,97,105,110,94,79
은천동,유학생,외국인주민 총괄(동별),,11,6,6,18,14,22,41
은천동,외국국적동포,외국인주민 총괄(동별),,336,372,392,373,345,322,297
은천동,기타외국인,외국인주민 총괄(동별),,286,269,421,265,296,286,265
은천동,한국국적을 취득한 자,외국인주민 총괄(동별),,200,182,197,203,181,176,185
은천동,외국인주민 자녀(출생),외국인주민 총괄(동별),,101,70,84,91,100,87,93
성현동,합계,외국인주민 총괄(동별),,496,499,497,529,520,510,525
성현동,외국인근로자,외국인주민 총괄(동별),,54,42,34,43,24,15,17
성현동,결혼이민자,외국인주민 총괄(동별),,72,94,88,76,83,76,80
성현동,유학생,외국인주민 총괄(동별),,12,10,16,15,9,7,11
성현동,외국국적동포,외국인주민 총괄(동별),,84,74,87,73,59,70,74
성현동,기타외국인,외국인주민 총괄(동별),,93,106,85,113,126,114,109
성현동,한국국적을 취득한 자,외국인주민 총괄(동별),,83,86,92,108,114,119,119
성현동,외국인주민 자녀(출생),외국인주민 총괄(동별),,98,87,95,101,105,109,115
청룡동,합계,외국인주민 총괄(동별),,"2,564","2,408","2,197","2,291","2,263","2,222","2,077"
청룡동,외국인근로자,외국인주민 총괄(동별),,890,716,539,586,536,431,330
청룡동,결혼이민자,외국인주민 총괄(동별),,125,170,139,130,139,110,103
청룡동,유학생,외국인주민 총괄(동별),,93,107,102,134,139,189,256
청룡동,외국국적동포,외국인주민 총괄(동별),,618,632,664,668,607,675,629
청룡동,기타외국인,외국인주민 총괄(동별),,533,486,461,502,584,529,468
청룡동,한국국적을 취득한 자,외국인주민 총괄(동별),,231,224,220,202,183,209,208
청룡동,외국인주민 자녀(출생),외국인주민 총괄(동별),,74,73,72,69,75,79,83
난곡동,합계,외국인주민 총괄(동별),,909,"1,031","1,064","1,185","1,179","1,165","1,084"
난곡동,외국인근로자,외국인주민 총괄(동별),,174,181,156,212,186,146,92
난곡동,결혼이민자,외국인주민 총괄(동별),,104,139,132,120,129,120,99
난곡동,유학생,외국인주민 총괄(동별),,5,7,6,9,12,9,14
난곡동,외국국적동포,외국인주민 총괄(동별),,165,171,226,245,244,288,279
난곡동,기타외국인,외국인주민 총괄(동별),,170,212,217,252,259,244,249
난곡동,한국국적을 취득한 자,외국인주민 총괄(동별),,161,183,178,204,203,211,207
난곡동,외국인주민 자녀(출생),외국인주민 총괄(동별),,130,138,149,143,146,147,144
삼성동,합계,외국인주민 총괄(동별),,482,506,464,460,480,464,431
삼성동,외국인근로자,외국인주민 총괄(동별),,77,61,57,64,65,53,44
삼성동,결혼이민자,외국인주민 총괄(동별),,59,64,51,51,43,46,41
삼성동,유학생,외국인주민 총괄(동별),,6,5,6,6,***,*,8
삼성동,외국국적동포,외국인주민 총괄(동별),,67,80,88,87,85,97,84
삼성동,기타외국인,외국인주민 총괄(동별),,85,101,88,92,112,76,70
삼성동,한국국적을 취득한 자,외국인주민 총괄(동별),,89,90,86,78,84,102,100
삼성동,외국인주민 자녀(출생),외국인주민 총괄(동별),,99,105,88,82,88,87,84
미성동,합계,외국인주민 총괄(동별),,"1,110","1,169","1,735","1,447","1,431","1,416","1,354"
미성동,외국인근로자,외국인주민 총괄(동별),,252,223,187,234,228,182,129
미성동,결혼이민자,외국인주민 총괄(동별),,102,129,126,136,126,115,104
미성동,유학생,외국인주민 총괄(동별),,14,8,13,16,15,15,21
미성동,외국국적동포,외국인주민 총괄(동별),,221,244,333,382,348,407,409
미성동,기타외국인,외국인주민 총괄(동별),,226,260,728,341,340,314,297
미성동,한국국적을 취득한 자,외국인주민 총괄(동별),,185,209,232,231,254,264,277
미성동,외국인주민 자녀(출생),외국인주민 총괄(동별),,110,96,116,107,120,119,117
서초구,합계,외국인주민 총괄(동별),,"8,883","8,292","7,985","8,712","9,755","9,326","9,139"
서초구,외국인근로자,외국인주민 총괄(동별),,"1,376","1,209","1,003",999,970,"1,046",975
서초구,결혼이민자,외국인주민 총괄(동별),,573,833,897,933,940,"1,047","1,104"
서초구,유학생,외국인주민 총괄(동별),,116,153,311,162,157,158,341
서초구,외국국적동포,외국인주민 총괄(동별),,"2,681","2,057","2,300","2,176","2,035","2,432","2,165"
서초구,기타외국인,외국인주민 총괄(동별),,"2,363","2,415","2,027","2,873","3,833","2,740","2,567"
서초구,한국국적을 취득한 자,외국인주민 총괄(동별),,553,568,541,534,514,521,519
서초구,외국인주민 자녀(출생),외국인주민 총괄(동별),,"1,221","1,057",906,"1,035","1,306","1,382","1,468"
서초1동,합계,외국인주민 총괄(동별),,487,421,400,472,492,463,435
서초1동,외국인근로자,외국인주민 총괄(동별),,75,73,74,66,63,68,67
서초1동,결혼이민자,외국인주민 총괄(동별),,25,35,42,47,42,50,49
서초1동,유학생,외국인주민 총괄(동별),,19,19,23,22,21,11,36
서초1동,외국국적동포,외국인주민 총괄(동별),,185,132,132,135,124,148,127
서초1동,기타외국인,외국인주민 총괄(동별),,105,97,74,135,154,105,78
서초1동,한국국적을 취득한 자,외국인주민 총괄(동별),,34,27,21,23,26,23,21
서초1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,44,38,34,44,62,58,57
서초2동,합계,외국인주민 총괄(동별),,547,511,625,536,617,565,706
서초2동,외국인근로자,외국인주민 총괄(동별),,117,125,93,74,73,77,88
서초2동,결혼이민자,외국인주민 총괄(동별),,17,36,35,44,39,47,71
서초2동,유학생,외국인주민 총괄(동별),,6,***,170,8,***,10,74
서초2동,외국국적동포,외국인주민 총괄(동별),,180,127,144,133,138,193,195
서초2동,기타외국인,외국인주민 총괄(동별),,168,177,152,243,319,172,189
서초2동,한국국적을 취득한 자,외국인주민 총괄(동별),,17,13,14,13,10,15,18
서초2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,42,30,17,21,36,51,71
서초3동,합계,외국인주민 총괄(동별),,715,689,617,687,741,714,733
서초3동,외국인근로자,외국인주민 총괄(동별),,168,142,118,127,128,152,140
서초3동,결혼이민자,외국인주민 총괄(동별),,34,63,55,71,61,74,82
서초3동,유학생,외국인주민 총괄(동별),,11,19,14,13,17,19,44
서초3동,외국국적동포,외국인주민 총괄(동별),,221,178,218,201,177,212,205
서초3동,기타외국인,외국인주민 총괄(동별),,176,190,127,183,257,151,141
서초3동,한국국적을 취득한 자,외국인주민 총괄(동별),,29,28,30,26,28,25,36
서초3동,외국인주민 자녀(출생),외국인주민 총괄(동별),,76,69,55,66,73,81,85
서초4동,합계,외국인주민 총괄(동별),,547,551,549,618,664,621,629
서초4동,외국인근로자,외국인주민 총괄(동별),,75,75,70,64,56,90,74
서초4동,결혼이민자,외국인주민 총괄(동별),,17,48,44,57,60,72,73
서초4동,유학생,외국인주민 총괄(동별),,***,***,***,6,***,9,11
서초4동,외국국적동포,외국인주민 총괄(동별),,183,131,179,164,149,162,148
서초4동,기타외국인,외국인주민 총괄(동별),,190,206,179,227,282,159,184
서초4동,한국국적을 취득한 자,외국인주민 총괄(동별),,14,15,17,24,15,21,25
서초4동,외국인주민 자녀(출생),외국인주민 총괄(동별),,66,74,56,76,98,108,114
잠원동,합계,외국인주민 총괄(동별),,592,543,477,552,596,504,501
잠원동,외국인근로자,외국인주민 총괄(동별),,105,88,75,76,74,78,77
잠원동,결혼이민자,외국인주민 총괄(동별),,39,63,62,67,71,63,66
잠원동,유학생,외국인주민 총괄(동별),,***,8,7,16,13,13,18
잠원동,외국국적동포,외국인주민 총괄(동별),,205,157,172,170,147,162,147
잠원동,기타외국인,외국인주민 총괄(동별),,150,136,81,128,174,75,69
잠원동,한국국적을 취득한 자,외국인주민 총괄(동별),,28,30,27,26,21,22,25
잠원동,외국인주민 자녀(출생),외국인주민 총괄(동별),,64,61,53,69,96,91,99
반포본동,합계,외국인주민 총괄(동별),,126,108,76,86,123,130,61
반포본동,외국인근로자,외국인주민 총괄(동별),,8,9,***,***,***,*,*
반포본동,결혼이민자,외국인주민 총괄(동별),,5,11,16,12,11,13,8
반포본동,유학생,외국인주민 총괄(동별),,***,***,***,***,***,*,*
반포본동,외국국적동포,외국인주민 총괄(동별),,56,36,37,35,42,57,25
반포본동,기타외국인,외국인주민 총괄(동별),,33,33,10,25,58,26,17
반포본동,한국국적을 취득한 자,외국인주민 총괄(동별),,11,5,***,***,***,6,*
반포본동,외국인주민 자녀(출생),외국인주민 총괄(동별),,11,12,5,7,11,28,10
반포1동,합계,외국인주민 총괄(동별),,711,620,608,753,918,845,833
반포1동,외국인근로자,외국인주민 총괄(동별),,145,117,84,108,110,116,144
반포1동,결혼이민자,외국인주민 총괄(동별),,34,46,58,64,76,79,85
반포1동,유학생,외국인주민 총괄(동별),,14,19,21,18,26,29,44
반포1동,외국국적동포,외국인주민 총괄(동별),,229,178,200,209,201,234,213
반포1동,기타외국인,외국인주민 총괄(동별),,173,159,148,244,347,213,182
반포1동,한국국적을 취득한 자,외국인주민 총괄(동별),,42,41,46,48,57,64,60
반포1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,74,60,51,62,101,110,105
반포2동,합계,외국인주민 총괄(동별),,260,290,337,400,511,559,456
반포2동,외국인근로자,외국인주민 총괄(동별),,***,5,9,14,11,5,*
반포2동,결혼이민자,외국인주민 총괄(동별),,12,42,56,44,43,52,48
반포2동,유학생,외국인주민 총괄(동별),,***,***,***,***,***,*,*
반포2동,외국국적동포,외국인주민 총괄(동별),,110,85,104,85,68,116,95
반포2동,기타외국인,외국인주민 총괄(동별),,65,75,90,173,292,274,188
반포2동,한국국적을 취득한 자,외국인주민 총괄(동별),,10,8,10,13,14,13,12
반포2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,58,74,68,71,82,99,109
반포3동,합계,외국인주민 총괄(동별),,203,210,170,190,196,232,225
반포3동,외국인근로자,외국인주민 총괄(동별),,14,11,7,8,7,8,5
반포3동,결혼이민자,외국인주민 총괄(동별),,12,25,29,26,30,45,46
반포3동,유학생,외국인주민 총괄(동별),,***,***,***,***,***,*,*
반포3동,외국국적동포,외국인주민 총괄(동별),,94,78,79,83,67,100,90
반포3동,기타외국인,외국인주민 총괄(동별),,47,51,25,45,54,24,19
반포3동,한국국적을 취득한 자,외국인주민 총괄(동별),,6,15,13,12,10,9,10
반포3동,외국인주민 자녀(출생),외국인주민 총괄(동별),,28,30,16,16,28,45,55
반포4동,합계,외국인주민 총괄(동별),,766,647,645,780,927,999,"1,032"
반포4동,외국인근로자,외국인주민 총괄(동별),,58,47,43,44,48,75,83
반포4동,결혼이민자,외국인주민 총괄(동별),,43,62,60,62,55,75,79
반포4동,유학생,외국인주민 총괄(동별),,9,***,***,***,9,*,*
반포4동,외국국적동포,외국인주민 총괄(동별),,177,121,130,128,121,162,129
반포4동,기타외국인,외국인주민 총괄(동별),,347,307,324,443,590,572,618
반포4동,한국국적을 취득한 자,외국인주민 총괄(동별),,22,23,21,22,16,13,12
반포4동,외국인주민 자녀(출생),외국인주민 총괄(동별),,110,83,64,80,88,98,110
방배본동,합계,외국인주민 총괄(동별),,432,378,323,375,416,463,466
방배본동,외국인근로자,외국인주민 총괄(동별),,59,34,34,31,39,35,33
방배본동,결혼이민자,외국인주민 총괄(동별),,33,39,45,40,46,54,62
방배본동,유학생,외국인주민 총괄(동별),,***,9,5,9,10,6,10
방배본동,외국국적동포,외국인주민 총괄(동별),,131,83,89,94,95,126,111
방배본동,기타외국인,외국인주민 총괄(동별),,135,148,92,136,148,151,141
방배본동,한국국적을 취득한 자,외국인주민 총괄(동별),,14,18,21,22,19,24,24
방배본동,외국인주민 자녀(출생),외국인주민 총괄(동별),,56,47,37,43,59,67,85
방배1동,합계,외국인주민 총괄(동별),,326,312,288,299,385,319,341
방배1동,외국인근로자,외국인주민 총괄(동별),,65,54,44,34,42,32,22
방배1동,결혼이민자,외국인주민 총괄(동별),,34,46,44,42,54,55,54
방배1동,유학생,외국인주민 총괄(동별),,***,***,***,5,***,*,28
방배1동,외국국적동포,외국인주민 총괄(동별),,95,78,89,77,82,86,89
방배1동,기타외국인,외국인주민 총괄(동별),,66,64,43,68,109,61,74
방배1동,한국국적을 취득한 자,외국인주민 총괄(동별),,28,31,31,31,28,22,21
방배1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,34,35,34,42,67,59,53
방배2동,합계,외국인주민 총괄(동별),,520,505,470,354,374,329,330
방배2동,외국인근로자,외국인주민 총괄(동별),,94,87,50,43,49,45,36
방배2동,결혼이민자,외국인주민 총괄(동별),,42,49,48,43,38,40,44
방배2동,유학생,외국인주민 총괄(동별),,***,5,11,7,5,10,5
방배2동,외국국적동포,외국인주민 총괄(동별),,117,107,124,79,64,67,66
방배2동,기타외국인,외국인주민 총괄(동별),,138,127,137,93,114,72,70
방배2동,한국국적을 취득한 자,외국인주민 총괄(동별),,63,64,48,40,47,49,50
방배2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,64,66,52,49,57,46,59
방배3동,합계,외국인주민 총괄(동별),,401,357,328,360,428,367,270
방배3동,외국인근로자,외국인주민 총괄(동별),,57,57,47,52,63,45,21
방배3동,결혼이민자,외국인주민 총괄(동별),,27,33,46,46,45,41,41
방배3동,유학생,외국인주민 총괄(동별),,***,6,***,***,***,*,6
방배3동,외국국적동포,외국인주민 총괄(동별),,147,124,135,118,116,114,90
방배3동,기타외국인,외국인주민 총괄(동별),,85,75,41,85,135,93,58
방배3동,한국국적을 취득한 자,외국인주민 총괄(동별),,30,27,25,24,23,24,7
방배3동,외국인주민 자녀(출생),외국인주민 총괄(동별),,52,35,32,33,44,46,47
방배4동,합계,외국인주민 총괄(동별),,604,594,542,614,595,586,559
방배4동,외국인근로자,외국인주민 총괄(동별),,52,43,46,44,41,46,43
방배4동,결혼이민자,외국인주민 총괄(동별),,34,44,55,55,53,71,72
방배4동,유학생,외국인주민 총괄(동별),,5,5,5,***,***,*,*
방배4동,외국국적동포,외국인주민 총괄(동별),,175,138,141,138,119,120,122
방배4동,기타외국인,외국인주민 총괄(동별),,204,240,192,273,278,237,218
방배4동,한국국적을 취득한 자,외국인주민 총괄(동별),,35,45,35,35,27,29,21
방배4동,외국인주민 자녀(출생),외국인주민 총괄(동별),,99,79,68,65,75,82,82
양재1동,합계,외국인주민 총괄(동별),,912,831,829,870,966,897,860
양재1동,외국인근로자,외국인주민 총괄(동별),,147,125,113,114,102,103,82
양재1동,결혼이민자,외국인주민 총괄(동별),,83,85,89,98,111,110,117
양재1동,유학생,외국인주민 총괄(동별),,29,39,36,34,35,31,44
양재1동,외국국적동포,외국인주민 총괄(동별),,206,157,167,175,173,209,181
양재1동,기타외국인,외국인주민 총괄(동별),,156,171,167,197,272,193,164
양재1동,한국국적을 취득한 자,외국인주민 총괄(동별),,93,99,101,92,90,84,89
양재1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,198,155,156,160,183,167,183
양재2동,합계,외국인주민 총괄(동별),,469,486,457,495,517,464,433
양재2동,외국인근로자,외국인주민 총괄(동별),,111,106,74,86,57,65,51
양재2동,결혼이민자,외국인주민 총괄(동별),,43,55,59,55,57,54,55
양재2동,유학생,외국인주민 총괄(동별),,***,6,***,15,7,5,12
양재2동,외국국적동포,외국인주민 총괄(동별),,105,94,100,98,97,105,81
양재2동,기타외국인,외국인주민 총괄(동별),,86,124,113,127,179,130,132
양재2동,한국국적을 취득한 자,외국인주민 총괄(동별),,49,52,52,54,52,47,50
양재2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,73,49,55,60,68,58,52
내곡동,합계,외국인주민 총괄(동별),,265,239,244,271,289,269,269
내곡동,외국인근로자,외국인주민 총괄(동별),,22,11,18,10,7,6,5
내곡동,결혼이민자,외국인주민 총괄(동별),,39,51,54,60,48,52,52
내곡동,유학생,외국인주민 총괄(동별),,-,***,***,***,***,*,7
내곡동,외국국적동포,외국인주민 총괄(동별),,65,53,60,54,55,59,51
내곡동,기타외국인,외국인주민 총괄(동별),,39,35,32,48,71,32,25
내곡동,한국국적을 취득한 자,외국인주민 총괄(동별),,28,27,26,27,30,31,37
내곡동,외국인주민 자녀(출생),외국인주민 총괄(동별),,72,60,53,71,78,88,92
강남구,합계,외국인주민 총괄(동별),,"10,573","9,762","9,345","10,606","11,735","11,348","11,018"
강남구,외국인근로자,외국인주민 총괄(동별),,"1,973","1,683","1,653","1,738","1,726","1,896","1,872"
강남구,결혼이민자,외국인주민 총괄(동별),,751,"1,017","1,032","1,076","1,061","1,177","1,172"
강남구,유학생,외국인주민 총괄(동별),,191,214,243,258,280,328,443
강남구,외국국적동포,외국인주민 총괄(동별),,"3,321","2,653","2,907","2,723","2,667","3,195","2,984"
강남구,기타외국인,외국인주민 총괄(동별),,"2,391","2,418","1,820","3,019","3,991","2,682","2,377"
강남구,한국국적을 취득한 자,외국인주민 총괄(동별),,665,694,665,629,596,595,615
강남구,외국인주민 자녀(출생),외국인주민 총괄(동별),,"1,281","1,083","1,025","1,163","1,414","1,475","1,555"
신사동,합계,외국인주민 총괄(동별),,510,507,473,536,632,561,503
신사동,외국인근로자,외국인주민 총괄(동별),,99,93,93,96,112,131,121
신사동,결혼이민자,외국인주민 총괄(동별),,22,42,52,49,48,57,51
신사동,유학생,외국인주민 총괄(동별),,5,22,18,18,21,22,18
신사동,외국국적동포,외국인주민 총괄(동별),,196,156,161,156,161,169,151
신사동,기타외국인,외국인주민 총괄(동별),,117,116,82,158,223,103,74
신사동,한국국적을 취득한 자,외국인주민 총괄(동별),,19,18,22,19,13,15,18
신사동,외국인주민 자녀(출생),외국인주민 총괄(동별),,52,60,45,40,54,64,70
논현1동,합계,외국인주민 총괄(동별),,808,712,789,870,"1,019","1,092","1,054"
논현1동,외국인근로자,외국인주민 총괄(동별),,229,191,212,210,226,334,313
논현1동,결혼이민자,외국인주민 총괄(동별),,54,77,70,72,80,71,74
논현1동,유학생,외국인주민 총괄(동별),,23,43,41,48,60,63,90
논현1동,외국국적동포,외국인주민 총괄(동별),,218,155,194,181,193,244,231
논현1동,기타외국인,외국인주민 총괄(동별),,160,148,189,268,349,291,244
논현1동,한국국적을 취득한 자,외국인주민 총괄(동별),,66,58,50,49,58,54,55
논현1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,58,40,33,42,53,35,47
논현2동,합계,외국인주민 총괄(동별),,609,545,541,630,685,638,676
논현2동,외국인근로자,외국인주민 총괄(동별),,153,130,122,129,117,118,119
논현2동,결혼이민자,외국인주민 총괄(동별),,41,60,66,69,65,67,65
논현2동,유학생,외국인주민 총괄(동별),,21,15,28,25,34,28,49
논현2동,외국국적동포,외국인주민 총괄(동별),,163,125,137,146,142,167,180
논현2동,기타외국인,외국인주민 총괄(동별),,121,118,107,170,228,163,163
논현2동,한국국적을 취득한 자,외국인주민 총괄(동별),,34,28,33,32,26,27,24
논현2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,76,69,48,59,73,68,76
삼성1동,합계,외국인주민 총괄(동별),,456,433,390,498,419,430,475
삼성1동,외국인근로자,외국인주민 총괄(동별),,99,83,82,79,65,80,78
삼성1동,결혼이민자,외국인주민 총괄(동별),,14,25,20,25,24,27,36
삼성1동,유학생,외국인주민 총괄(동별),,5,***,***,***,***,7,13
삼성1동,외국국적동포,외국인주민 총괄(동별),,136,109,120,115,102,142,143
삼성1동,기타외국인,외국인주민 총괄(동별),,156,167,119,225,171,119,148
삼성1동,한국국적을 취득한 자,외국인주민 총괄(동별),,14,16,18,14,12,13,9
삼성1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,32,30,28,37,43,42,48
삼성2동,합계,외국인주민 총괄(동별),,564,526,508,558,645,691,652
삼성2동,외국인근로자,외국인주민 총괄(동별),,79,68,73,76,62,86,87
삼성2동,결혼이민자,외국인주민 총괄(동별),,31,63,65,65,69,86,81
삼성2동,유학생,외국인주민 총괄(동별),,10,5,12,7,9,17,22
삼성2동,외국국적동포,외국인주민 총괄(동별),,197,159,177,152,149,194,177
삼성2동,기타외국인,외국인주민 총괄(동별),,145,146,101,157,233,175,152
삼성2동,한국국적을 취득한 자,외국인주민 총괄(동별),,22,27,20,23,22,29,29
삼성2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,80,58,60,78,101,104,104
대치1동,합계,외국인주민 총괄(동별),,162,173,170,216,230,225,212
대치1동,외국인근로자,외국인주민 총괄(동별),,15,11,11,9,***,*,*
대치1동,결혼이민자,외국인주민 총괄(동별),,5,14,18,26,27,33,28
대치1동,유학생,외국인주민 총괄(동별),,-,***,***,***,***,*,*
대치1동,외국국적동포,외국인주민 총괄(동별),,76,71,77,69,63,76,76
대치1동,기타외국인,외국인주민 총괄(동별),,26,30,13,53,73,39,31
대치1동,한국국적을 취득한 자,외국인주민 총괄(동별),,6,17,16,14,9,10,10
대치1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,34,30,33,45,54,65,62
대치4동,합계,외국인주민 총괄(동별),,524,474,480,576,625,560,521
대치4동,외국인근로자,외국인주민 총괄(동별),,143,148,132,154,149,143,133
대치4동,결혼이민자,외국인주민 총괄(동별),,32,44,47,42,36,42,42
대치4동,유학생,외국인주민 총괄(동별),,20,15,11,15,19,18,23
대치4동,외국국적동포,외국인주민 총괄(동별),,156,124,140,138,139,149,129
대치4동,기타외국인,외국인주민 총괄(동별),,105,94,92,170,222,152,132
대치4동,한국국적을 취득한 자,외국인주민 총괄(동별),,32,28,31,27,27,27,29
대치4동,외국인주민 자녀(출생),외국인주민 총괄(동별),,36,21,27,30,33,29,33
역삼1동,합계,외국인주민 총괄(동별),,"1,279","1,297","1,262","1,477","1,588","1,514","1,547"
역삼1동,외국인근로자,외국인주민 총괄(동별),,381,349,366,359,348,372,398
역삼1동,결혼이민자,외국인주민 총괄(동별),,66,89,84,94,85,96,103
역삼1동,유학생,외국인주민 총괄(동별),,44,49,55,75,74,88,138
역삼1동,외국국적동포,외국인주민 총괄(동별),,358,345,366,344,316,347,336
역삼1동,기타외국인,외국인주민 총괄(동별),,297,341,287,494,644,485,451
역삼1동,한국국적을 취득한 자,외국인주민 총괄(동별),,68,67,57,53,52,61,51
역삼1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,65,57,47,58,69,65,70
역삼2동,합계,외국인주민 총괄(동별),,639,568,607,674,777,727,675
역삼2동,외국인근로자,외국인주민 총괄(동별),,81,67,82,122,123,114,115
역삼2동,결혼이민자,외국인주민 총괄(동별),,31,62,71,56,59,67,51
역삼2동,유학생,외국인주민 총괄(동별),,15,9,16,10,11,27,39
역삼2동,외국국적동포,외국인주민 총괄(동별),,242,183,182,182,174,197,181
역삼2동,기타외국인,외국인주민 총괄(동별),,153,143,150,203,303,211,171
역삼2동,한국국적을 취득한 자,외국인주민 총괄(동별),,39,38,37,35,37,34,36
역삼2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,78,66,69,66,70,77,82
도곡1동,합계,외국인주민 총괄(동별),,317,302,294,329,347,336,319
도곡1동,외국인근로자,외국인주민 총괄(동별),,32,32,47,42,52,55,50
도곡1동,결혼이민자,외국인주민 총괄(동별),,32,38,39,43,42,44,50
도곡1동,유학생,외국인주민 총괄(동별),,***,***,***,8,***,*,*
도곡1동,외국국적동포,외국인주민 총괄(동별),,123,88,98,91,79,98,81
도곡1동,기타외국인,외국인주민 총괄(동별),,64,78,47,86,93,69,50
도곡1동,한국국적을 취득한 자,외국인주민 총괄(동별),,13,17,17,18,21,13,21
도곡1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,51,49,42,41,57,54,63
도곡2동,합계,외국인주민 총괄(동별),,582,603,485,580,648,614,561
도곡2동,외국인근로자,외국인주민 총괄(동별),,57,44,34,37,43,38,35
도곡2동,결혼이민자,외국인주민 총괄(동별),,34,58,55,65,61,70,72
도곡2동,유학생,외국인주민 총괄(동별),,***,5,7,***,5,*,*
도곡2동,외국국적동포,외국인주민 총괄(동별),,232,210,215,209,198,249,221
도곡2동,기타외국인,외국인주민 총괄(동별),,133,161,74,152,208,97,76
도곡2동,한국국적을 취득한 자,외국인주민 총괄(동별),,31,30,28,27,22,23,25
도곡2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,92,95,72,86,111,134,132
개포1동,합계,외국인주민 총괄(동별),,191,164,157,114,99,93,87
개포1동,외국인근로자,외국인주민 총괄(동별),,9,7,7,***,***,*,*
개포1동,결혼이민자,외국인주민 총괄(동별),,31,29,26,14,10,12,14
개포1동,유학생,외국인주민 총괄(동별),,***,***,***,***,***,*,*
개포1동,외국국적동포,외국인주민 총괄(동별),,70,51,51,43,24,32,25
개포1동,기타외국인,외국인주민 총괄(동별),,30,24,22,31,46,26,23
개포1동,한국국적을 취득한 자,외국인주민 총괄(동별),,19,22,26,13,9,10,10
개포1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,31,30,25,12,9,12,14
개포4동,합계,외국인주민 총괄(동별),,360,305,298,311,363,343,375
개포4동,외국인근로자,외국인주민 총괄(동별),,55,49,41,43,46,45,43
개포4동,결혼이민자,외국인주민 총괄(동별),,51,42,37,34,35,41,51
개포4동,유학생,외국인주민 총괄(동별),,***,***,***,***,6,*,*
개포4동,외국국적동포,외국인주민 총괄(동별),,73,55,61,55,66,76,87
개포4동,기타외국인,외국인주민 총괄(동별),,82,83,73,84,120,91,88
개포4동,한국국적을 취득한 자,외국인주민 총괄(동별),,38,32,31,34,32,27,35
개포4동,외국인주민 자녀(출생),외국인주민 총괄(동별),,59,43,53,58,58,61,70
일원본동,합계,외국인주민 총괄(동별),,200,148,125,130,131,150,160
일원본동,외국인근로자,외국인주민 총괄(동별),,***,***,***,***,***,*,*
일원본동,결혼이민자,외국인주민 총괄(동별),,34,19,16,19,12,26,31
일원본동,유학생,외국인주민 총괄(동별),,***,***,***,***,***,*,*
일원본동,외국국적동포,외국인주민 총괄(동별),,71,55,53,51,44,56,62
일원본동,기타외국인,외국인주민 총괄(동별),,46,34,13,26,28,18,13
일원본동,한국국적을 취득한 자,외국인주민 총괄(동별),,10,9,11,10,7,9,6
일원본동,외국인주민 자녀(출생),외국인주민 총괄(동별),,34,30,28,23,40,40,43
일원1동,합계,외국인주민 총괄(동별),,318,322,327,334,355,329,306
일원1동,외국인근로자,외국인주민 총괄(동별),,73,59,49,70,52,53,48
일원1동,결혼이민자,외국인주민 총괄(동별),,34,39,41,41,49,45,41
일원1동,유학생,외국인주민 총괄(동별),,***,***,***,***,***,*,*
일원1동,외국국적동포,외국인주민 총괄(동별),,55,62,70,60,71,66,61
일원1동,기타외국인,외국인주민 총괄(동별),,66,64,75,82,86,63,64
일원1동,한국국적을 취득한 자,외국인주민 총괄(동별),,41,50,46,37,38,38,36
일원1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,45,44,46,43,59,64,54
일원2동,합계,외국인주민 총괄(동별),,163,168,154,159,194,193,183
일원2동,외국인근로자,외국인주민 총괄(동별),,27,32,40,33,40,40,40
일원2동,결혼이민자,외국인주민 총괄(동별),,16,27,24,25,20,21,22
일원2동,유학생,외국인주민 총괄(동별),,-,***,***,***,***,*,*
일원2동,외국국적동포,외국인주민 총괄(동별),,58,37,43,29,31,46,44
일원2동,기타외국인,외국인주민 총괄(동별),,29,34,12,33,49,27,21
일원2동,한국국적을 취득한 자,외국인주민 총괄(동별),,9,13,10,9,16,20,20
일원2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,24,25,24,30,37,39,35
수서동,합계,외국인주민 총괄(동별),,239,176,213,237,263,228,222
수서동,외국인근로자,외국인주민 총괄(동별),,49,20,20,27,22,22,25
수서동,결혼이민자,외국인주민 총괄(동별),,30,30,35,40,35,37,34
