남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,남,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여,여
전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과있음,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상,전과없음/미상
소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,1범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,2범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,3범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,4범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,5범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,6범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,7범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,8범,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,9범이상,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계
2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021
성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년,성인,소년
731270,26522,737259,24464,773654,23484,696043,21131,623213,19556,608319,18897,568850,18982,496555,14450,149454,8450,148705,7439,155652,7200,139066,6683,121656,5958,116816,5511,106760,5587,97261,4090,112421,4621,111756,3997,115914,3889,104393,3565,91044,3148,87394,2877,79623,2936,71346,2249,85033,3082,84473,2854,88621,2664,79929,2439,69973,2253,67772,2202,63319,2094,54928,1608,65497,2117,65755,1904,68593,1858,61815,1591,54022,1621,52245,1402,48312,1427,41991,1046,52125,1659,52713,1519,55726,1397,49043,1317,43450,1224,42811,1100,39363,1191,33900,880,41451,1301,41716,1222,44046,1097,39472,1050,34691,915,33449,909,31076,843,26693,683,32070,960,32898,877,34644,925,30583,744,28353,758,27552,670,25922,676,22117,541,26558,728,26835,762,28053,679,25049,590,22207,564,21738,573,20450,553,17540,490,166661,3604,172408,3890,182405,3775,166693,3152,157817,3115,158542,3653,154025,3675,130779,2863,716092,39565,742123,36070,771876,40293,715674,38790,685814,34316,700353,35540,640539,34738,506548,30390,91066,3130,92273,2591,97064,2776,90656,2909,85342,2752,87679,2560,81560,2316,74581,1906,36331,1403,36805,1197,38593,1244,35630,1356,33350,1206,34228,1170,31179,1049,28976,796,19049,623,18985,521,20214,604,18852,626,17128,557,17582,483,16094,432,14703,364,10979,347,10989,256,11612,314,10824,334,10131,301,10342,315,9568,268,8623,238,6958,212,6958,196,7289,177,6679,206,6511,182,6457,195,6107,149,5357,137,4418,119,4550,126,4904,154,4592,107,4457,132,4525,128,4210,118,3804,119,3006,87,3107,68,3258,69,3114,93,2847,89,2976,79,2911,68,2615,59,2087,70,2176,36,2336,51,2153,37,2097,67,2174,54,2166,59,1965,47,1468,40,1568,37,1602,30,1511,39,1458,45,1514,31,1484,42,1346,26,6770,229,7135,154,7256,133,7301,111,7363,173,7881,105,7841,131,7192,120,233236,8350,246196,7909,254992,9447,243036,9924,243467,9511,260880,9246,240825,8442,202662,7271
